district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
Bhaktapur,2024-02-07,2,2,0,0,,8,winter,commercial,3456.7
Kirtipur,2024-02-07,2,2,0,0,,8,winter,residential,1846.6
Madhyapur Thimi,2024-02-07,2,2,0,0,,8,winter,residential,2315.4
Budhanilkantha,2024-02-07,2,2,0,0,,8,winter,suburban,1002.3
Tokha,2024-02-07,2,2,0,0,,8,winter,suburban,1016.3
Chandragiri,2024-02-07,2,2,0,0,,8,winter,rural,564.1
Godawari,2024-02-07,2,2,0,0,,8,winter,rural,580.9
Dakshinkali,2024-02-07,2,2,0,0,,8,winter,rural,332.3
Kathmandu-Core,2024-02-08,3,2,0,0,,9,winter,commercial,3722.8
Lalitpur,2024-02-08,3,2,0,0,,9,winter,commercial,3244.5
Bhaktapur,2024-02-08,3,2,0,0,,9,winter,commercial,2193.7
Kirtipur,2024-02-08,3,2,0,0,,9,winter,residential,1551.5
Madhyapur Thimi,2024-02-08,3,2,0,0,,9,winter,residential,1672.4
Budhanilkantha,2024-02-08,3,2,0,0,,9,winter,suburban,1123.9
Tokha,2024-02-08,3,2,0,0,,9,winter,suburban,957.7
Chandragiri,2024-02-08,3,2,0,0,,9,winter,rural,676.3
Godawari,2024-02-08,3,2,0,0,,9,winter,rural,512.5
Dakshinkali,2024-02-08,3,2,0,0,,9,winter,rural,342.5
Kathmandu-Core,2024-02-09,4,2,0,0,,10,winter,commercial,3989.2
Lalitpur,2024-02-09,4,2,0,0,,10,winter,commercial,3998.6
Bhaktapur,2024-02-09,4,2,0,0,,10,winter,commercial,2675.8
Kirtipur,2024-02-09,4,2,0,0,,10,winter,residential,2181.5
Madhyapur Thimi,2024-02-09,4,2,0,0,,10,winter,residential,2268.5
Budhanilkantha,2024-02-09,4,2,0,0,,10,winter,suburban,1125.2
Tokha,2024-02-09,4,2,0,0,,10,winter,suburban,789.3
Chandragiri,2024-02-09,4,2,0,0,,10,winter,rural,693.0
Godawari,2024-02-09,4,2,0,0,,10,winter,rural,490.0
Dakshinkali,2024-02-09,4,2,0,0,,10,winter,rural,456.5
Kathmandu-Core,2024-02-10,5,2,1,0,,9,winter,commercial,2845.7
Lalitpur,2024-02-10,5,2,1,0,,9,winter,commercial,2920.1
Bhaktapur,2024-02-10,5,2,1,0,,9,winter,commercial,3240.4
Kirtipur,2024-02-10,5,2,1,0,,9,winter,residential,1998.4
Madhyapur Thimi,2024-02-10,5,2,1,0,,9,winter,residential,2001.7
Budhanilkantha,2024-02-10,5,2,1,0,,9,winter,suburban,1305.2
Tokha,2024-02-10,5,2,1,0,,9,winter,suburban,882.3
Chandragiri,2024-02-10,5,2,1,0,,9,winter,rural,569.7
Godawari,2024-02-10,5,2,1,0,,9,winter,rural,536.6
Dakshinkali,2024-02-10,5,2,1,0,,9,winter,rural,488.4
Kathmandu-Core,2024-02-11,6,2,1,0,,8,winter,commercial,3819.5
Lalitpur,2024-02-11,6,2,1,0,,8,winter,commercial,2721.8
Bhaktapur,2024-02-11,6,2,1,0,,8,winter,commercial,2642.2
Kirtipur,2024-02-11,6,2,1,0,,8,winter,residential,2291.9
Madhyapur Thimi,2024-02-11,6,2,1,0,,8,winter,residential,2200.4
Budhanilkantha,2024-02-11,6,2,1,0,,8,winter,suburban,1105.3
Tokha,2024-02-11,6,2,1,0,,8,winter,suburban,1200.4
Chandragiri,2024-02-11,6,2,1,0,,8,winter,rural,587.6
Godawari,2024-02-11,6,2,1,0,,8,winter,rural,603.9
Dakshinkali,2024-02-11,6,2,1,0,,8,winter,rural,463.7
Kathmandu-Core,2024-02-12,0,2,0,0,,7,winter,commercial,4905.6
Lalitpur,2024-02-12,0,2,0,0,,7,winter,commercial,4020.8
Bhaktapur,2024-02-12,0,2,0,0,,7,winter,commercial,2713.2
Kirtipur,2024-02-12,0,2,0,0,,7,winter,residential,1756.6
Madhyapur Thimi,2024-02-12,0,2,0,0,,7,winter,residential,1883.4
Budhanilkantha,2024-02-12,0,2,0,0,,7,winter,suburban,1221.1
Tokha,2024-02-12,0,2,0,0,,7,winter,suburban,772.8
Chandragiri,2024-02-12,0,2,0,0,,7,winter,rural,567.6
Godawari,2024-02-12,0,2,0,0,,7,winter,rural,492.5
Dakshinkali,2024-02-12,0,2,0,0,,7,winter,rural,275.8
Kathmandu-Core,2024-02-13,1,2,0,0,,6,winter,commercial,3552.2
Lalitpur,2024-02-13,1,2,0,0,,6,winter,commercial,2640.5
Bhaktapur,2024-02-13,1,2,0,0,,6,winter,commercial,2848.8
Kirtipur,2024-02-13,1,2,0,0,,6,winter,residential,1798.6
Madhyapur Thimi,2024-02-13,1,2,0,0,,6,winter,residential,2171.7
Budhanilkantha,2024-02-13,1,2,0,0,,6,winter,suburban,1113.8
Tokha,2024-02-13,1,2,0,0,,6,winter,suburban,1099.8
Chandragiri,2024-02-13,1,2,0,0,,6,winter,rural,460.6
Godawari,2024-02-13,1,2,0,0,,6,winter,rural,366.0
Dakshinkali,2024-02-13,1,2,0,0,,6,winter,rural,365.5
Kathmandu-Core,2024-02-14,2,2,0,0,,5,winter,commercial,4330.8
Lalitpur,2024-02-14,2,2,0,0,,5,winter,commercial,3482.3
Bhaktapur,2024-02-14,2,2,0,0,,5,winter,commercial,2213.6
Kirtipur,2024-02-14,2,2,0,0,,5,winter,residential,1638.3
Madhyapur Thimi,2024-02-14,2,2,0,0,,5,winter,residential,1552.0
Budhanilkantha,2024-02-14,2,2,0,0,,5,winter,suburban,1192.7
Tokha,2024-02-14,2,2,0,0,,5,winter,suburban,960.5
Chandragiri,2024-02-14,2,2,0,0,,5,winter,rural,489.7
Godawari,2024-02-14,2,2,0,0,,5,winter,rural,431.6
Dakshinkali,2024-02-14,2,2,0,0,,5,winter,rural,321.2
Kathmandu-Core,2024-02-15,3,2,0,0,,4,winter,commercial,4108.9
Lalitpur,2024-02-15,3,2,0,0,,4,winter,commercial,3896.7
Bhaktapur,2024-02-15,3,2,0,0,,4,winter,commercial,2595.8
Kirtipur,2024-02-15,3,2,0,0,,4,winter,residential,1756.2
Madhyapur Thimi,2024-02-15,3,2,0,0,,4,winter,residential,1722.9
Budhanilkantha,2024-02-15,3,2,0,0,,4,winter,suburban,999.0
Tokha,2024-02-15,3,2,0,0,,4,winter,suburban,908.2
Chandragiri,2024-02-15,3,2,0,0,,4,winter,rural,483.4
Godawari,2024-02-15,3,2,0,0,,4,winter,rural,429.4
Dakshinkali,2024-02-15,3,2,0,0,,4,winter,rural,315.1
Kathmandu-Core,2024-02-16,4,2,0,0,,3,winter,commercial,5525.4
Lalitpur,2024-02-16,4,2,0,0,,3,winter,commercial,3791.7
Bhaktapur,2024-02-16,4,2,0,0,,3,winter,commercial,2912.5
Kirtipur,2024-02-16,4,2,0,0,,3,winter,residential,1834.4
Madhyapur Thimi,2024-02-16,4,2,0,0,,3,winter,residential,1960.4
Budhanilkantha,2024-02-16,4,2,0,0,,3,winter,suburban,1160.7
Tokha,2024-02-16,4,2,0,0,,3,winter,suburban,1066.8
Chandragiri,2024-02-16,4,2,0,0,,3,winter,rural,650.4
Godawari,2024-02-16,4,2,0,0,,3,winter,rural,465.2
Dakshinkali,2024-02-16,4,2,0,0,,3,winter,rural,370.0
Kathmandu-Core,2024-02-17,5,2,1,0,,2,winter,commercial,3402.9
Lalitpur,2024-02-17,5,2,1,0,,2,winter,commercial,2277.3
Bhaktapur,2024-02-17,5,2,1,0,,2,winter,commercial,2649.6
Kirtipur,2024-02-17,5,2,1,0,,2,winter,residential,2313.2
Madhyapur Thimi,2024-02-17,5,2,1,0,,2,winter,residential,2533.7
Budhanilkantha,2024-02-17,5,2,1,0,,2,winter,suburban,1178.1
Tokha,2024-02-17,5,2,1,0,,2,winter,suburban,1082.0
Chandragiri,2024-02-17,5,2,1,0,,2,winter,rural,601.2
Godawari,2024-02-17,5,2,1,0,,2,winter,rural,687.7
Dakshinkali,2024-02-17,5,2,1,0,,2,winter,rural,521.8
Kathmandu-Core,2024-02-18,6,2,1,0,,1,winter,commercial,3465.0
Lalitpur,2024-02-18,6,2,1,0,,1,winter,commercial,2785.6
Bhaktapur,2024-02-18,6,2,1,0,,1,winter,commercial,2614.1
Kirtipur,2024-02-18,6,2,1,0,,1,winter,residential,2035.7
Madhyapur Thimi,2024-02-18,6,2,1,0,,1,winter,residential,1923.9
Budhanilkantha,2024-02-18,6,2,1,0,,1,winter,suburban,1007.1
Tokha,2024-02-18,6,2,1,0,,1,winter,suburban,933.5
Chandragiri,2024-02-18,6,2,1,0,,1,winter,rural,504.4
Godawari,2024-02-18,6,2,1,0,,1,winter,rural,636.1
Dakshinkali,2024-02-18,6,2,1,0,,1,winter,rural,508.7
Kathmandu-Core,2024-02-19,0,2,0,1,Democracy Day,0,winter,commercial,4715.1
Lalitpur,2024-02-19,0,2,0,1,Democracy Day,0,winter,commercial,4693.2
Bhaktapur,2024-02-19,0,2,0,1,Democracy Day,0,winter,commercial,3387.3
Kirtipur,2024-02-19,0,2,0,1,Democracy Day,0,winter,residential,1692.7
Madhyapur Thimi,2024-02-19,0,2,0,1,Democracy Day,0,winter,residential,2481.0
Budhanilkantha,2024-02-19,0,2,0,1,Democracy Day,0,winter,suburban,1340.0
Tokha,2024-02-19,0,2,0,1,Democracy Day,0,winter,suburban,918.3
Chandragiri,2024-02-19,0,2,0,1,Democracy Day,0,winter,rural,614.9
Godawari,2024-02-19,0,2,0,1,Democracy Day,0,winter,rural,469.3
Dakshinkali,2024-02-19,0,2,0,1,Democracy Day,0,winter,rural,349.9
Kathmandu-Core,2024-02-20,1,2,0,0,,1,winter,commercial,4600.1
Lalitpur,2024-02-20,1,2,0,0,,1,winter,commercial,4297.0
Bhaktapur,2024-02-20,1,2,0,0,,1,winter,commercial,2449.9
Kirtipur,2024-02-20,1,2,0,0,,1,winter,residential,1767.9
Madhyapur Thimi,2024-02-20,1,2,0,0,,1,winter,residential,1696.3
Budhanilkantha,2024-02-20,1,2,0,0,,1,winter,suburban,1039.5
Tokha,2024-02-20,1,2,0,0,,1,winter,suburban,854.6
Chandragiri,2024-02-20,1,2,0,0,,1,winter,rural,494.8
Godawari,2024-02-20,1,2,0,0,,1,winter,rural,462.7
Dakshinkali,2024-02-20,1,2,0,0,,1,winter,rural,331.3
Kathmandu-Core,2024-02-21,2,2,0,0,,2,winter,commercial,4274.4
Lalitpur,2024-02-21,2,2,0,0,,2,winter,commercial,3474.9
Bhaktapur,2024-02-21,2,2,0,0,,2,winter,commercial,2859.6
Kirtipur,2024-02-21,2,2,0,0,,2,winter,residential,1475.6
Madhyapur Thimi,2024-02-21,2,2,0,0,,2,winter,residential,1712.6
Budhanilkantha,2024-02-21,2,2,0,0,,2,winter,suburban,1204.1
Tokha,2024-02-21,2,2,0,0,,2,winter,suburban,975.3
Chandragiri,2024-02-21,2,2,0,0,,2,winter,rural,487.2
Godawari,2024-02-21,2,2,0,0,,2,winter,rural,465.5
Dakshinkali,2024-02-21,2,2,0,0,,2,winter,rural,401.2
Kathmandu-Core,2024-02-22,3,2,0,0,,3,winter,commercial,3310.6
Lalitpur,2024-02-22,3,2,0,0,,3,winter,commercial,3724.0
Bhaktapur,2024-02-22,3,2,0,0,,3,winter,commercial,2709.9
Kirtipur,2024-02-22,3,2,0,0,,3,winter,residential,1769.4
Madhyapur Thimi,2024-02-22,3,2,0,0,,3,winter,residential,1671.5
Budhanilkantha,2024-02-22,3,2,0,0,,3,winter,suburban,864.9
Tokha,2024-02-22,3,2,0,0,,3,winter,suburban,740.3
Chandragiri,2024-02-22,3,2,0,0,,3,winter,rural,555.2
Godawari,2024-02-22,3,2,0,0,,3,winter,rural,474.3
Dakshinkali,2024-02-22,3,2,0,0,,3,winter,rural,328.1
Kathmandu-Core,2024-02-23,4,2,0,0,,4,winter,commercial,4813.8
Lalitpur,2024-02-23,4,2,0,0,,4,winter,commercial,3022.9
Bhaktapur,2024-02-23,4,2,0,0,,4,winter,commercial,3154.3
Kirtipur,2024-02-23,4,2,0,0,,4,winter,residential,1528.6
Madhyapur Thimi,2024-02-23,4,2,0,0,,4,winter,residential,1831.8
Budhanilkantha,2024-02-23,4,2,0,0,,4,winter,suburban,1199.1
Tokha,2024-02-23,4,2,0,0,,4,winter,suburban,891.0
Chandragiri,2024-02-23,4,2,0,0,,4,winter,rural,568.6
Godawari,2024-02-23,4,2,0,0,,4,winter,rural,556.8
Dakshinkali,2024-02-23,4,2,0,0,,4,winter,rural,369.9
Kathmandu-Core,2024-02-24,5,2,1,0,,5,winter,commercial,3871.9
Lalitpur,2024-02-24,5,2,1,0,,5,winter,commercial,2719.9
Bhaktapur,2024-02-24,5,2,1,0,,5,winter,commercial,3444.3
Kirtipur,2024-02-24,5,2,1,0,,5,winter,residential,2331.0
Madhyapur Thimi,2024-02-24,5,2,1,0,,5,winter,residential,1488.4
Budhanilkantha,2024-02-24,5,2,1,0,,5,winter,suburban,1098.3
Tokha,2024-02-24,5,2,1,0,,5,winter,suburban,1082.1
Chandragiri,2024-02-24,5,2,1,0,,5,winter,rural,565.5
Godawari,2024-02-24,5,2,1,0,,5,winter,rural,552.6
Dakshinkali,2024-02-24,5,2,1,0,,5,winter,rural,426.7
Kathmandu-Core,2024-02-25,6,2,1,0,,6,winter,commercial,3555.6
Lalitpur,2024-02-25,6,2,1,0,,6,winter,commercial,3087.6
Bhaktapur,2024-02-25,6,2,1,0,,6,winter,commercial,3692.2
Kirtipur,2024-02-25,6,2,1,0,,6,winter,residential,2047.9
Madhyapur Thimi,2024-02-25,6,2,1,0,,6,winter,residential,2201.7
Budhanilkantha,2024-02-25,6,2,1,0,,6,winter,suburban,1154.4
Tokha,2024-02-25,6,2,1,0,,6,winter,suburban,952.8
Chandragiri,2024-02-25,6,2,1,0,,6,winter,rural,549.5
Godawari,2024-02-25,6,2,1,0,,6,winter,rural,554.0
Dakshinkali,2024-02-25,6,2,1,0,,6,winter,rural,436.8
Kathmandu-Core,2024-02-26,0,2,0,0,,7,winter,commercial,4069.8
Lalitpur,2024-02-26,0,2,0,0,,7,winter,commercial,4148.3
Bhaktapur,2024-02-26,0,2,0,0,,7,winter,commercial,3089.2
Kirtipur,2024-02-26,0,2,0,0,,7,winter,residential,1511.7
Madhyapur Thimi,2024-02-26,0,2,0,0,,7,winter,residential,2000.0
Budhanilkantha,2024-02-26,0,2,0,0,,7,winter,suburban,997.4
Tokha,2024-02-26,0,2,0,0,,7,winter,suburban,660.2
Chandragiri,2024-02-26,0,2,0,0,,7,winter,rural,461.0
Godawari,2024-02-26,0,2,0,0,,7,winter,rural,338.9
Dakshinkali,2024-02-26,0,2,0,0,,7,winter,rural,334.9
Kathmandu-Core,2024-02-27,1,2,0,0,,8,winter,commercial,4149.2
Lalitpur,2024-02-27,1,2,0,0,,8,winter,commercial,4199.3
Bhaktapur,2024-02-27,1,2,0,0,,8,winter,commercial,3059.5
Kirtipur,2024-02-27,1,2,0,0,,8,winter,residential,1612.5
Madhyapur Thimi,2024-02-27,1,2,0,0,,8,winter,residential,2023.1
Budhanilkantha,2024-02-27,1,2,0,0,,8,winter,suburban,811.1
Tokha,2024-02-27,1,2,0,0,,8,winter,suburban,946.0
Chandragiri,2024-02-27,1,2,0,0,,8,winter,rural,603.1
Godawari,2024-02-27,1,2,0,0,,8,winter,rural,378.4
Dakshinkali,2024-02-27,1,2,0,0,,8,winter,rural,418.5
Kathmandu-Core,2024-02-28,2,2,0,0,,9,winter,commercial,4308.2
Lalitpur,2024-02-28,2,2,0,0,,9,winter,commercial,3321.8
Bhaktapur,2024-02-28,2,2,0,0,,9,winter,commercial,3167.5
Kirtipur,2024-02-28,2,2,0,0,,9,winter,residential,2107.2
Madhyapur Thimi,2024-02-28,2,2,0,0,,9,winter,residential,1880.2
Budhanilkantha,2024-02-28,2,2,0,0,,9,winter,suburban,1136.9
Tokha,2024-02-28,2,2,0,0,,9,winter,suburban,869.3
Chandragiri,2024-02-28,2,2,0,0,,9,winter,rural,495.7
Godawari,2024-02-28,2,2,0,0,,9,winter,rural,505.8
Dakshinkali,2024-02-28,2,2,0,0,,9,winter,rural,330.2
Kathmandu-Core,2024-02-29,3,2,0,0,,8,winter,commercial,4175.6
Lalitpur,2024-02-29,3,2,0,0,,8,winter,commercial,3295.6
Bhaktapur,2024-02-29,3,2,0,0,,8,winter,commercial,3113.2
Kirtipur,2024-02-29,3,2,0,0,,8,winter,residential,1722.3
Madhyapur Thimi,2024-02-29,3,2,0,0,,8,winter,residential,2069.1
Budhanilkantha,2024-02-29,3,2,0,0,,8,winter,suburban,1036.4
Tokha,2024-02-29,3,2,0,0,,8,winter,suburban,890.2
Chandragiri,2024-02-29,3,2,0,0,,8,winter,rural,487.2
Godawari,2024-02-29,3,2,0,0,,8,winter,rural,435.5
Dakshinkali,2024-02-29,3,2,0,0,,8,winter,rural,384.7
Kathmandu-Core,2024-03-01,4,3,0,0,,7,spring,commercial,5566.5
Lalitpur,2024-03-01,4,3,0,0,,7,spring,commercial,3832.3
Bhaktapur,2024-03-01,4,3,0,0,,7,spring,commercial,4007.5
Kirtipur,2024-03-01,4,3,0,0,,7,spring,residential,2373.3
Madhyapur Thimi,2024-03-01,4,3,0,0,,7,spring,residential,2380.5
Budhanilkantha,2024-03-01,4,3,0,0,,7,spring,suburban,1667.3
Tokha,2024-03-01,4,3,0,0,,7,spring,suburban,1028.7
Chandragiri,2024-03-01,4,3,0,0,,7,spring,rural,578.8
Godawari,2024-03-01,4,3,0,0,,7,spring,rural,446.0
Dakshinkali,2024-03-01,4,3,0,0,,7,spring,rural,535.0
Kathmandu-Core,2024-03-02,5,3,1,0,,6,spring,commercial,4331.6
Lalitpur,2024-03-02,5,3,1,0,,6,spring,commercial,3567.0
Bhaktapur,2024-03-02,5,3,1,0,,6,spring,commercial,3820.2
Kirtipur,2024-03-02,5,3,1,0,,6,spring,residential,1961.7
Madhyapur Thimi,2024-03-02,5,3,1,0,,6,spring,residential,3123.8
Budhanilkantha,2024-03-02,5,3,1,0,,6,spring,suburban,1407.5
Tokha,2024-03-02,5,3,1,0,,6,spring,suburban,1170.2
Chandragiri,2024-03-02,5,3,1,0,,6,spring,rural,719.1
Godawari,2024-03-02,5,3,1,0,,6,spring,rural,638.6
Dakshinkali,2024-03-02,5,3,1,0,,6,spring,rural,539.1
Kathmandu-Core,2024-03-03,6,3,1,0,,5,spring,commercial,3635.3
Lalitpur,2024-03-03,6,3,1,0,,5,spring,commercial,3794.2
Bhaktapur,2024-03-03,6,3,1,0,,5,spring,commercial,4530.7
Kirtipur,2024-03-03,6,3,1,0,,5,spring,residential,2634.2
Madhyapur Thimi,2024-03-03,6,3,1,0,,5,spring,residential,2876.7
Budhanilkantha,2024-03-03,6,3,1,0,,5,spring,suburban,1301.0
Tokha,2024-03-03,6,3,1,0,,5,spring,suburban,1017.8
Chandragiri,2024-03-03,6,3,1,0,,5,spring,rural,651.5
Godawari,2024-03-03,6,3,1,0,,5,spring,rural,607.8
Dakshinkali,2024-03-03,6,3,1,0,,5,spring,rural,593.9
Kathmandu-Core,2024-03-04,0,3,0,0,,4,spring,commercial,3577.1
Lalitpur,2024-03-04,0,3,0,0,,4,spring,commercial,4486.2
Bhaktapur,2024-03-04,0,3,0,0,,4,spring,commercial,3131.5
Kirtipur,2024-03-04,0,3,0,0,,4,spring,residential,1703.5
Madhyapur Thimi,2024-03-04,0,3,0,0,,4,spring,residential,1752.7
Budhanilkantha,2024-03-04,0,3,0,0,,4,spring,suburban,959.3
Tokha,2024-03-04,0,3,0,0,,4,spring,suburban,1096.0
Chandragiri,2024-03-04,0,3,0,0,,4,spring,rural,603.8
Godawari,2024-03-04,0,3,0,0,,4,spring,rural,421.5
Dakshinkali,2024-03-04,0,3,0,0,,4,spring,rural,337.0
Kathmandu-Core,2024-03-05,1,3,0,0,,3,spring,commercial,4534.6
Lalitpur,2024-03-05,1,3,0,0,,3,spring,commercial,4789.1
Bhaktapur,2024-03-05,1,3,0,0,,3,spring,commercial,3255.3
Kirtipur,2024-03-05,1,3,0,0,,3,spring,residential,1549.1
Madhyapur Thimi,2024-03-05,1,3,0,0,,3,spring,residential,2038.1
Budhanilkantha,2024-03-05,1,3,0,0,,3,spring,suburban,1218.8
Tokha,2024-03-05,1,3,0,0,,3,spring,suburban,735.0
Chandragiri,2024-03-05,1,3,0,0,,3,spring,rural,625.9
Godawari,2024-03-05,1,3,0,0,,3,spring,rural,510.5
Dakshinkali,2024-03-05,1,3,0,0,,3,spring,rural,455.1
Kathmandu-Core,2024-03-06,2,3,0,0,,2,spring,commercial,7505.4
Lalitpur,2024-03-06,2,3,0,0,,2,spring,commercial,5888.2
Bhaktapur,2024-03-06,2,3,0,0,,2,spring,commercial,4227.1
Kirtipur,2024-03-06,2,3,0,0,,2,spring,residential,2130.8
Madhyapur Thimi,2024-03-06,2,3,0,0,,2,spring,residential,3549.0
Budhanilkantha,2024-03-06,2,3,0,0,,2,spring,suburban,1649.6
Tokha,2024-03-06,2,3,0,0,,2,spring,suburban,1367.3
Chandragiri,2024-03-06,2,3,0,0,,2,spring,rural,816.6
Godawari,2024-03-06,2,3,0,0,,2,spring,rural,698.7
Dakshinkali,2024-03-06,2,3,0,0,,2,spring,rural,536.5
Kathmandu-Core,2024-03-07,3,3,0,0,,1,spring,commercial,5719.7
Lalitpur,2024-03-07,3,3,0,0,,1,spring,commercial,4846.6
Bhaktapur,2024-03-07,3,3,0,0,,1,spring,commercial,4350.8
Kirtipur,2024-03-07,3,3,0,0,,1,spring,residential,2296.8
Madhyapur Thimi,2024-03-07,3,3,0,0,,1,spring,residential,2496.5
Budhanilkantha,2024-03-07,3,3,0,0,,1,spring,suburban,1658.9
Tokha,2024-03-07,3,3,0,0,,1,spring,suburban,1323.2
Chandragiri,2024-03-07,3,3,0,0,,1,spring,rural,966.8
Godawari,2024-03-07,3,3,0,0,,1,spring,rural,477.7
Dakshinkali,2024-03-07,3,3,0,0,,1,spring,rural,617.5
Kathmandu-Core,2024-03-08,4,3,0,1,Maha Shivaratri,0,spring,commercial,8799.1
Lalitpur,2024-03-08,4,3,0,1,Maha Shivaratri,0,spring,commercial,4855.6
Bhaktapur,2024-03-08,4,3,0,1,Maha Shivaratri,0,spring,commercial,5219.4
Kirtipur,2024-03-08,4,3,0,1,Maha Shivaratri,0,spring,residential,2925.3
Madhyapur Thimi,2024-03-08,4,3,0,1,Maha Shivaratri,0,spring,residential,2827.4
Budhanilkantha,2024-03-08,4,3,0,1,Maha Shivaratri,0,spring,suburban,1850.7
Tokha,2024-03-08,4,3,0,1,Maha Shivaratri,0,spring,suburban,1474.3
Chandragiri,2024-03-08,4,3,0,1,Maha Shivaratri,0,spring,rural,1235.2
Godawari,2024-03-08,4,3,0,1,Maha Shivaratri,0,spring,rural,946.0
Dakshinkali,2024-03-08,4,3,0,1,Maha Shivaratri,0,spring,rural,784.2
Kathmandu-Core,2024-03-09,5,3,1,0,,1,spring,commercial,5673.3
Lalitpur,2024-03-09,5,3,1,0,,1,spring,commercial,4035.8
Bhaktapur,2024-03-09,5,3,1,0,,1,spring,commercial,4502.4
Kirtipur,2024-03-09,5,3,1,0,,1,spring,residential,3121.5
Madhyapur Thimi,2024-03-09,5,3,1,0,,1,spring,residential,2679.1
Budhanilkantha,2024-03-09,5,3,1,0,,1,spring,suburban,1956.0
Tokha,2024-03-09,5,3,1,0,,1,spring,suburban,1458.2
Chandragiri,2024-03-09,5,3,1,0,,1,spring,rural,821.3
Godawari,2024-03-09,5,3,1,0,,1,spring,rural,851.8
Dakshinkali,2024-03-09,5,3,1,0,,1,spring,rural,718.9
Kathmandu-Core,2024-03-10,6,3,1,0,,2,spring,commercial,4995.0
Lalitpur,2024-03-10,6,3,1,0,,2,spring,commercial,5317.8
Bhaktapur,2024-03-10,6,3,1,0,,2,spring,commercial,4181.5
Kirtipur,2024-03-10,6,3,1,0,,2,spring,residential,3166.3
Madhyapur Thimi,2024-03-10,6,3,1,0,,2,spring,residential,3362.9
Budhanilkantha,2024-03-10,6,3,1,0,,2,spring,suburban,1734.9
Tokha,2024-03-10,6,3,1,0,,2,spring,suburban,1560.3
Chandragiri,2024-03-10,6,3,1,0,,2,spring,rural,730.8
Godawari,2024-03-10,6,3,1,0,,2,spring,rural,871.9
Dakshinkali,2024-03-10,6,3,1,0,,2,spring,rural,667.4
Kathmandu-Core,2024-03-11,0,3,0,0,,3,spring,commercial,4207.2
Lalitpur,2024-03-11,0,3,0,0,,3,spring,commercial,4267.7
Bhaktapur,2024-03-11,0,3,0,0,,3,spring,commercial,2922.2
Kirtipur,2024-03-11,0,3,0,0,,3,spring,residential,1492.0
Madhyapur Thimi,2024-03-11,0,3,0,0,,3,spring,residential,1622.3
Budhanilkantha,2024-03-11,0,3,0,0,,3,spring,suburban,1284.0
Tokha,2024-03-11,0,3,0,0,,3,spring,suburban,844.2
Chandragiri,2024-03-11,0,3,0,0,,3,spring,rural,724.5
Godawari,2024-03-11,0,3,0,0,,3,spring,rural,374.1
Dakshinkali,2024-03-11,0,3,0,0,,3,spring,rural,480.2
Kathmandu-Core,2024-03-12,1,3,0,0,,4,spring,commercial,4844.6
Lalitpur,2024-03-12,1,3,0,0,,4,spring,commercial,3943.7
Bhaktapur,2024-03-12,1,3,0,0,,4,spring,commercial,3140.3
Kirtipur,2024-03-12,1,3,0,0,,4,spring,residential,1980.5
Madhyapur Thimi,2024-03-12,1,3,0,0,,4,spring,residential,2090.5
Budhanilkantha,2024-03-12,1,3,0,0,,4,spring,suburban,1426.8
Tokha,2024-03-12,1,3,0,0,,4,spring,suburban,1064.4
Chandragiri,2024-03-12,1,3,0,0,,4,spring,rural,641.4
Godawari,2024-03-12,1,3,0,0,,4,spring,rural,502.1
Dakshinkali,2024-03-12,1,3,0,0,,4,spring,rural,417.1
Kathmandu-Core,2024-03-13,2,3,0,0,,5,spring,commercial,4899.5
Lalitpur,2024-03-13,2,3,0,0,,5,spring,commercial,3171.2
Bhaktapur,2024-03-13,2,3,0,0,,5,spring,commercial,2816.4
Kirtipur,2024-03-13,2,3,0,0,,5,spring,residential,2058.6
Madhyapur Thimi,2024-03-13,2,3,0,0,,5,spring,residential,2143.1
Budhanilkantha,2024-03-13,2,3,0,0,,5,spring,suburban,1232.2
Tokha,2024-03-13,2,3,0,0,,5,spring,suburban,1052.3
Chandragiri,2024-03-13,2,3,0,0,,5,spring,rural,656.3
Godawari,2024-03-13,2,3,0,0,,5,spring,rural,491.0
Dakshinkali,2024-03-13,2,3,0,0,,5,spring,rural,380.8
Kathmandu-Core,2024-03-14,3,3,0,0,,6,spring,commercial,4836.0
Lalitpur,2024-03-14,3,3,0,0,,6,spring,commercial,3521.6
Bhaktapur,2024-03-14,3,3,0,0,,6,spring,commercial,3524.6
Kirtipur,2024-03-14,3,3,0,0,,6,spring,residential,1503.9
Madhyapur Thimi,2024-03-14,3,3,0,0,,6,spring,residential,2359.3
Budhanilkantha,2024-03-14,3,3,0,0,,6,spring,suburban,1331.5
Tokha,2024-03-14,3,3,0,0,,6,spring,suburban,1082.3
Chandragiri,2024-03-14,3,3,0,0,,6,spring,rural,704.3
Godawari,2024-03-14,3,3,0,0,,6,spring,rural,629.9
Dakshinkali,2024-03-14,3,3,0,0,,6,spring,rural,471.1
Kathmandu-Core,2024-03-15,4,3,0,0,,7,spring,commercial,3975.7
Lalitpur,2024-03-15,4,3,0,0,,7,spring,commercial,3647.5
Bhaktapur,2024-03-15,4,3,0,0,,7,spring,commercial,3356.7
Kirtipur,2024-03-15,4,3,0,0,,7,spring,residential,2047.6
Madhyapur Thimi,2024-03-15,4,3,0,0,,7,spring,residential,2408.9
Budhanilkantha,2024-03-15,4,3,0,0,,7,spring,suburban,1242.3
